r_No	pu_No	r_Time
3407	1101	2021-08-20 04:51
3408	1104	2021-08-21 02:54
3409	1114	2021-08-21 18:00
3410	1116	2021-08-21 13:53
3411	1125	2021-08-21 12:03
3412	1135	2021-08-21 03:45
3413	1161	2021-08-22 22:57
3414	1168	2021-08-22 04:27
3415	1169	2021-08-22 04:36
3416	1195	2021-08-22 12:33
3417	1203	2021-08-22 15:22
3418	1212	2021-08-22 09:35
3419	1218	2021-08-23 03:21
3420	1246	2021-08-23 19:18
3421	1257	2021-08-23 14:54
3422	1260	2021-08-23 18:46
3423	1266	2021-08-23 01:05
3424	1268	2021-08-24 12:30
3425	1274	2021-08-24 04:43
3426	1288	2021-08-24 03:24
3427	1302	2021-08-24 06:30
3428	1309	2021-08-24 19:31
3429	1315	2021-08-24 01:24
3430	1339	2021-08-25 03:24
3431	1342	2021-08-25 23:21
3432	1346	2021-08-25 06:03
3433	1348	2021-08-25 18:40
3434	1357	2021-08-25 17:11
3435	1372	2021-08-25 05:36
3436	1395	2021-08-26 03:16
3437	1415	2021-08-26 02:21
3438	1420	2021-08-26 09:26
3439	1429	2021-08-26 21:50
3440	1435	2021-08-26 06:54
3441	1440	2021-08-27 15:51
3442	1475	2021-08-27 14:14
3443	1479	2021-08-27 23:57
3444	1480	2021-08-27 17:26
3445	1486	2021-08-27 06:45
3446	1493	2021-08-28 01:23
3447	1494	2021-08-28 04:53
3448	1513	2021-08-28 23:29
3449	1516	2021-08-28 18:14
3450	1530	2021-08-28 23:17
3451	1538	2021-08-28 22:02
3452	1543	2021-08-29 07:26
3453	1546	2021-08-29 18:29
3454	1578	2021-08-29 02:39
3455	1581	2021-08-29 16:49
3456	1583	2021-08-29 17:40
3457	1598	2021-08-30 10:09
3458	1601	2021-08-30 19:49
3459	1608	2021-08-30 13:09
3460	1609	2021-08-30 01:20
3461	1646	2021-08-30 17:50
3462	1654	2021-08-31 19:36
3463	1660	2021-08-31 02:54
3464	1668	2021-08-31 20:16
3465	1684	2021-08-31 02:36
3466	1693	2021-08-31 03:45
3467	1702	2021-08-31 08:28
3468	1711	2021-09-01 21:25
3469	1723	2021-09-01 05:10
3470	1728	2021-09-01 02:15
3471	1735	2021-09-01 00:27
3472	1758	2021-09-01 10:41
3473	1765	2021-09-02 05:01
3474	1767	2021-09-02 13:32
3475	1772	2021-09-02 19:53
3476	1780	2021-09-02 10:17
3477	1817	2021-09-02 10:26
3478	1818	2021-09-02 19:49
3479	1826	2021-09-03 23:49
3480	1831	2021-09-03 18:27
3481	1853	2021-09-03 13:21
3482	1855	2021-09-03 02:42
3483	1864	2021-09-03 08:31
3484	1875	2021-09-04 19:26
3485	1879	2021-09-04 20:27
3486	1884	2021-09-04 01:54
3487	1898	2021-09-04 07:46
3488	1917	2021-09-04 09:26
3489	1918	2021-09-04 19:59
3490	1938	2021-09-05 15:06
3491	1945	2021-09-05 02:32
3492	1947	2021-09-05 04:47
3493	1950	2021-09-05 12:03
3494	1980	2021-09-05 23:01
3495	1981	2021-09-05 16:05
3496	1994	2021-09-06 21:59
3497	1995	2021-09-06 12:30
3498	2010	2021-09-06 03:43
3499	2017	2021-09-06 07:14
3500	2021	2021-09-06 12:51
3501	2041	2021-09-06 22:00
3502	2053	2021-09-07 18:54
3503	2055	2021-09-07 06:07
3504	2065	2021-09-07 07:25
3505	2071	2021-09-07 02:11
3506	2077	2021-09-07 08:55
3507	2101	2021-09-08 11:54
3508	2127	2021-09-08 15:22
3509	2130	2021-09-08 09:58
3510	2143	2021-09-08 19:36
3511	2146	2021-09-08 10:01
3512	2153	2021-09-09 22:20
3513	2154	2021-09-09 04:11
3514	2159	2021-09-09 01:25
3515	2174	2021-09-09 07:40
3516	2177	2021-09-09 21:01
3517	2179	2021-09-09 17:25
3518	2213	2021-09-10 15:21
3519	2218	2021-09-10 15:49
3520	2219	2021-09-10 17:04
3521	2227	2021-09-10 13:27
3522	2255	2021-09-10 07:18
3523	2262	2021-09-10 02:12
3524	2296	2021-09-11 10:25
3525	2297	2021-09-11 08:53
3526	2300	2021-09-11 06:42
3527	2306	2021-09-11 09:22
3528	2324	2021-09-11 22:14
3529	2325	2021-09-11 02:44
3530	2335	2021-09-12 08:51
3531	2336	2021-09-12 21:41
3532	2345	2021-09-12 00:34
3533	2359	2021-09-12 07:06
3534	2370	2021-09-12 09:46
3535	2382	2021-09-13 23:18
3536	2397	2021-09-13 17:11
3537	2406	2021-09-13 15:03
3538	2417	2021-09-13 15:37
3539	2422	2021-09-13 10:59
3540	2423	2021-09-13 04:56
3541	2438	2021-09-14 00:06
3542	2443	2021-09-14 10:07
3543	2453	2021-09-14 13:41
3544	2461	2021-09-14 22:18
3545	2468	2021-09-14 17:10
3546	2490	2021-09-14 04:16
3547	2512	2021-09-15 13:21
3548	2532	2021-09-15 15:51
3549	2534	2021-09-15 06:42
3550	2541	2021-09-15 09:04
3551	2544	2021-09-15 21:36
3552	2550	2021-09-15 22:24
3553	2575	2021-09-16 00:48
3554	2577	2021-09-16 23:10
3555	2579	2021-09-16 07:55
3556	2589	2021-09-16 08:41
3557	2591	2021-09-16 23:48
3558	2632	2021-09-17 05:43
3559	2634	2021-09-17 10:12
3560	2639	2021-09-17 12:24
3561	2645	2021-09-17 20:43
3562	2658	2021-09-17 21:56
3563	2660	2021-09-17 19:34
3564	2682	2021-09-18 08:52
3565	2688	2021-09-18 16:32
3566	2695	2021-09-18 02:21
3567	2698	2021-09-18 03:49
3568	2714	2021-09-18 05:34
3569	2721	2021-09-19 13:13
3570	2737	2021-09-19 17:47
3571	2739	2021-09-19 06:18
3572	2747	2021-09-19 00:43
3573	2754	2021-09-19 08:38
3574	2756	2021-09-19 11:24
3575	2793	2021-09-20 05:01
3576	2796	2021-09-20 18:45
3577	2801	2021-09-20 05:48
3578	2810	2021-09-20 05:26
3579	2813	2021-09-20 12:26
3580	2832	2021-09-21 11:51
3581	2833	2021-09-21 16:51
3582	2836	2021-09-21 02:18
3583	2847	2021-09-21 09:37
3584	2860	2021-09-21 16:13
3585	2880	2021-09-21 05:43
3586	2899	2021-09-22 23:31
3587	2915	2021-09-22 16:27
3588	2917	2021-09-22 22:42
3589	2925	2021-09-22 23:47
3590	2937	2021-09-22 23:10
3591	2942	2021-09-22 06:57
3592	2951	2021-09-23 20:09
3593	2971	2021-09-23 01:50
3594	2977	2021-09-23 13:53
3595	2978	2021-09-23 16:44
3596	2979	2021-09-23 11:27
3597	2980	2021-09-23 05:18
3598	3010	2021-09-24 16:29
3599	3030	2021-09-24 13:05
3600	3035	2021-09-24 08:47
3601	3037	2021-09-24 13:11
3602	3051	2021-09-24 00:38
3603	3070	2021-09-25 20:35
3604	3074	2021-09-25 11:39
3605	3085	2021-09-25 19:10
3606	3086	2021-09-25 15:06
3607	3093	2021-09-25 21:06
3608	3111	2021-09-26 01:08
3609	3114	2021-09-26 10:49
3610	3122	2021-09-26 05:05
3611	3132	2021-09-26 09:45
3612	3137	2021-09-26 19:11
3613	3152	2021-09-26 05:52
3614	3176	2021-09-27 04:24
3615	3182	2021-09-27 23:13
3616	3185	2021-09-27 09:31
3617	3187	2021-09-27 02:31
3618	3208	2021-09-27 05:06
3619	3229	2021-09-28 11:25
3620	3230	2021-09-28 07:47
3621	3231	2021-09-28 11:26
3622	3242	2021-09-28 17:19
3623	3247	2021-09-28 12:35
3624	3255	2021-09-28 13:34
3625	3281	2021-09-29 11:06
3626	3305	2021-09-29 21:03
3627	3306	2021-09-29 19:56
3628	3322	2021-09-29 04:41
3629	3335	2021-09-29 13:42
3630	3336	2021-09-29 05:05
3631	3338	2021-09-30 12:06
3632	3339	2021-09-30 09:27
3633	3376	2021-09-30 14:12
3634	3383	2021-09-30 23:09
3635	3385	2021-09-30 20:43
3636	3387	2021-09-30 12:32
3637	3415	2021-10-01 15:04
3638	3421	2021-10-01 15:32
3639	3423	2021-10-01 10:19
3640	3435	2021-10-01 23:48
3641	3436	2021-10-01 15:06
3642	3448	2021-10-02 13:41
3643	3465	2021-10-02 15:04
3644	3483	2021-10-02 15:43
3645	3490	2021-10-02 03:54
3646	3498	2021-10-02 04:14
3647	3516	2021-10-03 19:42
3648	3523	2021-10-03 20:09
3649	3530	2021-10-03 21:28
3650	3537	2021-10-03 11:30
3651	3541	2021-10-03 16:08
3652	3544	2021-10-03 18:01
3653	3578	2021-10-04 21:30
3654	3580	2021-10-04 23:37
3655	3583	2021-10-04 08:37
3656	3592	2021-10-04 18:30
3657	3598	2021-10-04 14:23
3658	3631	2021-10-05 08:14
3659	3636	2021-10-05 20:26
3660	3637	2021-10-05 03:13
3661	3638	2021-10-05 08:12
3662	3639	2021-10-05 03:36
3663	3657	2021-10-05 08:40
