pu_No	s_No	p_No	u_No	pu_Count	pu_Price	pu_Date
1312	8	235	39	12	50400	2021-08-24
1319	8	250	8	6	16200	2021-08-24
1323	8	284	14	7	10500	2021-08-24
1332	8	237	5	23	110400	2021-08-25
1333	8	12	18	12	24000	2021-08-25
1351	8	47	7	15	28500	2021-08-25
1364	8	240	34	18	75600	2021-08-25
1366	8	51	4	17	42500	2021-08-25
1376	8	105	24	13	162500	2021-08-25
1383	8	279	34	26	26000	2021-08-26
1417	8	100	29	10	119000	2021-08-26
1422	8	1	31	21	42000	2021-08-26
1423	8	43	11	8	8800	2021-08-26
1427	8	38	20	16	40000	2021-08-26
1438	8	147	31	9	9000	2021-08-27
1444	8	207	4	28	134400	2021-08-27
1447	8	85	5	12	150000	2021-08-27
1467	8	259	6	21	39900	2021-08-27
1487	8	294	34	30	45000	2021-08-27
1498	8	33	6	1	1500	2021-08-28
1503	8	13	10	1	1500	2021-08-28
1509	8	153	9	14	14000	2021-08-28
1514	8	137	33	30	54000	2021-08-28
1519	8	13	1	6	9000	2021-08-28
1537	8	65	22	21	58800	2021-08-28
1548	8	27	13	6	6000	2021-08-29
1567	8	273	38	4	6000	2021-08-29
1573	8	125	30	15	174000	2021-08-29
1577	8	235	37	27	113400	2021-08-29
1591	8	202	21	15	22500	2021-08-29
1603	8	141	23	18	18000	2021-08-30
1610	8	278	7	14	21000	2021-08-30
1621	8	130	12	10	18000	2021-08-30
1636	8	20	8	24	43200	2021-08-30
1641	8	270	31	27	64800	2021-08-30
1644	8	162	11	4	8000	2021-08-30
1657	8	215	32	16	76800	2021-08-31
1658	8	101	13	12	58800	2021-08-31
1664	8	12	7	17	34000	2021-08-31
1674	8	95	25	28	58800	2021-08-31
1687	8	296	26	24	36000	2021-08-31
1714	8	140	10	22	22000	2021-09-01
1716	8	227	23	23	124200	2021-09-01
1727	8	2	29	4	11600	2021-09-01
1743	8	293	4	15	15000	2021-09-01
1755	8	11	6	20	36000	2021-09-01
1759	8	25	22	14	19600	2021-09-01
1764	8	12	1	29	58000	2021-09-02
1768	8	184	29	27	81000	2021-09-02
1771	8	182	2	19	66500	2021-09-02
1794	8	268	38	2	3000	2021-09-02
1809	8	35	38	13	61100	2021-09-02
1819	8	244	10	15	30000	2021-09-03
1823	8	260	7	11	18700	2021-09-03
1832	8	79	19	14	75600	2021-09-03
1844	8	211	6	11	38500	2021-09-03
1846	8	280	7	27	27000	2021-09-03
1857	8	172	5	30	54000	2021-09-03
1878	8	32	39	22	44000	2021-09-04
1883	8	37	20	13	19500	2021-09-04
1885	8	66	22	11	38500	2021-09-04
1908	8	144	6	3	3000	2021-09-04
1916	8	3	6	22	22000	2021-09-04
1928	8	278	15	25	37500	2021-09-05
1935	8	60	4	7	12600	2021-09-05
1941	8	73	40	7	27300	2021-09-05
1960	8	235	35	23	96600	2021-09-05
1969	8	30	11	21	42000	2021-09-05
1977	8	220	14	25	87500	2021-09-05
1984	8	205	26	15	72000	2021-09-06
1998	8	221	10	24	69600	2021-09-06
2012	8	195	4	3	17700	2021-09-06
2023	8	283	3	3	9000	2021-09-06
2027	8	52	34	18	43200	2021-09-06
2029	8	216	1	25	120000	2021-09-06
2050	8	27	1	21	21000	2021-09-07
2058	8	221	3	25	72500	2021-09-07
2067	8	47	14	12	22800	2021-09-07
2076	8	64	18	13	45500	2021-09-07
2081	8	72	25	7	13300	2021-09-07
2121	8	145	9	5	9000	2021-09-08
2126	8	86	14	12	190800	2021-09-08
2128	8	2	30	28	81200	2021-09-08
2131	8	249	36	20	44000	2021-09-08
2136	8	6	39	21	105000	2021-09-08
2137	8	42	1	11	10450	2021-09-08
2163	8	33	24	10	15000	2021-09-09
2165	8	162	1	24	48000	2021-09-09
2178	8	178	19	6	10800	2021-09-09
2181	8	268	29	6	9000	2021-09-09
2196	8	181	26	9	31500	2021-09-09
2198	8	24	26	9	13500	2021-09-09
2228	8	211	12	1	3500	2021-09-10
2229	8	218	14	17	54400	2021-09-10
2250	8	206	12	24	100800	2021-09-10
2251	8	162	30	28	56000	2021-09-10
2256	8	113	35	20	31000	2021-09-10
2269	8	262	39	2	3400	2021-09-11
2272	8	201	40	14	91000	2021-09-11
2278	8	171	12	24	43200	2021-09-11
2294	8	215	19	14	67200	2021-09-11
2301	8	80	27	19	102600	2021-09-11
2314	8	294	27	29	43500	2021-09-11
2331	8	138	10	4	7200	2021-09-12
2333	8	240	5	25	105000	2021-09-12
2344	8	17	40	18	18000	2021-09-12
2356	8	255	30	10	18000	2021-09-12
2378	8	275	12	5	5000	2021-09-12
2380	8	112	32	8	58400	2021-09-12
2391	8	274	17	4	6000	2021-09-13
2401	8	90	18	11	22000	2021-09-13
2421	8	261	34	15	25500	2021-09-13
2427	8	266	34	9	13500	2021-09-13
2428	8	234	19	7	33600	2021-09-13
2433	8	83	13	16	65600	2021-09-14
2434	8	278	40	13	19500	2021-09-14
2448	8	73	26	27	105300	2021-09-14
2466	8	53	31	29	63800	2021-09-14
2471	8	24	31	5	7500	2021-09-14
2492	8	171	16	12	21600	2021-09-14
2509	8	47	22	4	7600	2021-09-15
2515	8	145	24	1	1800	2021-09-15
2533	8	39	36	1	2500	2021-09-15
2540	8	57	24	3	3300	2021-09-15
2547	8	183	20	12	24000	2021-09-15
2552	8	156	10	23	57500	2021-09-15
2561	8	194	30	8	28000	2021-09-16
2564	8	97	5	14	60200	2021-09-16
2569	8	90	40	24	48000	2021-09-16
2572	8	57	25	12	13200	2021-09-16
2604	8	255	15	29	52200	2021-09-16
2605	8	2	11	11	31900	2021-09-17
2637	8	36	3	4	6000	2021-09-17
2641	8	59	13	21	46200	2021-09-17
2648	8	173	11	29	72500	2021-09-17
2654	8	234	9	19	91200	2021-09-17
2657	8	133	30	28	50400	2021-09-17
2670	8	232	17	7	33600	2021-09-18
2673	8	257	4	19	43700	2021-09-18
2684	8	174	8	28	70000	2021-09-18
2693	8	100	5	11	130900	2021-09-18
2704	8	249	5	10	22000	2021-09-18
2716	8	242	33	30	54000	2021-09-19
2720	8	187	33	30	60000	2021-09-19
2729	8	30	12	30	60000	2021-09-19
2735	8	265	30	29	116000	2021-09-19
2757	8	173	22	1	2500	2021-09-19
2768	8	283	5	15	45000	2021-09-19
2783	8	221	15	6	17400	2021-09-20
2784	8	185	2	20	40000	2021-09-20
2794	8	58	6	6	13200	2021-09-20
2800	8	119	18	4	6000	2021-09-20
2820	8	296	29	20	30000	2021-09-20
2824	8	148	9	15	18000	2021-09-20
2848	8	251	20	21	31500	2021-09-21
2862	8	177	23	5	9000	2021-09-21
2869	8	247	19	14	16800	2021-09-21
2875	8	231	24	14	67200	2021-09-21
2877	8	244	36	28	56000	2021-09-21
2894	8	198	13	24	93600	2021-09-22
2914	8	154	22	13	13000	2021-09-22
2918	8	276	9	21	21000	2021-09-22
2927	8	233	34	24	100800	2021-09-22
2931	8	228	15	4	21600	2021-09-22
2941	8	151	36	2	3600	2021-09-22
2964	8	61	5	28	56000	2021-09-23
2968	8	226	13	18	63000	2021-09-23
2970	8	253	39	17	25500	2021-09-23
2972	8	88	21	30	99000	2021-09-23
2986	8	217	2	20	64000	2021-09-23
2995	8	150	40	18	21600	2021-09-23
3008	8	228	30	7	37800	2021-09-24
3024	8	46	36	9	17100	2021-09-24
3034	8	98	29	8	40000	2021-09-24
3046	8	244	9	8	16000	2021-09-24
3055	8	153	23	10	10000	2021-09-24
3067	8	240	32	22	92400	2021-09-25
3069	8	294	14	30	45000	2021-09-25
3078	8	263	5	6	15000	2021-09-25
3080	8	68	18	27	78300	2021-09-25
3082	8	250	29	29	78300	2021-09-25
3083	8	240	21	13	54600	2021-09-25
3126	8	24	30	12	18000	2021-09-26
3129	8	49	19	13	28600	2021-09-26
3130	8	78	38	6	32400	2021-09-26
3147	8	54	32	29	84100	2021-09-26
3158	8	110	17	29	58000	2021-09-26
3168	8	96	26	12	25200	2021-09-27
3179	8	164	31	29	29000	2021-09-27
3192	8	86	35	27	429300	2021-09-27
3195	8	12	19	23	46000	2021-09-27
3199	8	172	19	24	43200	2021-09-27
3214	8	115	24	13	63700	2021-09-27
3225	8	73	24	19	74100	2021-09-28
3244	8	74	1	9	77400	2021-09-28
3261	8	69	24	15	28500	2021-09-28
3264	8	119	26	13	19500	2021-09-28
3269	8	117	25	6	13200	2021-09-28
3295	8	125	11	20	232000	2021-09-29
3299	8	78	17	5	27000	2021-09-29
3303	8	300	22	6	6000	2021-09-29
3308	8	75	8	7	14000	2021-09-29
3318	8	189	31	21	39900	2021-09-29
3327	8	188	26	9	18000	2021-09-29
3352	8	286	2	8	12000	2021-09-30
3362	8	120	28	27	40500	2021-09-30
3365	8	131	1	4	8000	2021-09-30
3381	8	98	33	15	75000	2021-09-30
3382	8	59	4	1	2200	2021-09-30
3384	8	69	14	1	1900	2021-09-30
3404	8	165	4	6	6000	2021-10-01
3409	8	128	34	2	3000	2021-10-01
3410	8	83	33	17	69700	2021-10-01
3418	8	282	29	22	66000	2021-10-01
3428	8	177	2	9	16200	2021-10-01
3461	8	238	23	26	124800	2021-10-02
3468	8	228	21	1	5400	2021-10-02
3472	8	179	20	20	30000	2021-10-02
3494	8	244	31	19	38000	2021-10-02
3496	8	267	10	24	36000	2021-10-02
3499	8	154	2	27	27000	2021-10-03
3502	8	83	34	18	73800	2021-10-03
3511	8	126	24	23	266800	2021-10-03
3545	8	61	17	7	14000	2021-10-03
3546	8	30	20	8	16000	2021-10-03
3548	8	26	30	12	16800	2021-10-03
3559	8	263	32	13	32500	2021-10-04
3585	8	253	23	14	21000	2021-10-04
3587	8	96	34	6	12600	2021-10-04
3588	8	255	38	16	28800	2021-10-04
3601	8	146	20	15	15000	2021-10-04
3617	8	83	24	9	36900	2021-10-05
3630	8	7	28	15	75000	2021-10-05
3643	8	270	29	22	52800	2021-10-05
3646	8	60	10	27	48600	2021-10-05
3650	8	172	11	17	30600	2021-10-05
3659	8	155	1	22	55000	2021-10-05
11	9	235	17	2	8400	2021-08-01
13	9	51	40	29	72500	2021-08-01
14	9	171	10	13	23400	2021-08-01
21	9	169	6	26	46800	2021-08-01
42	9	144	9	29	29000	2021-08-01
60	9	278	3	4	6000	2021-08-02
66	9	44	34	2	1800	2021-08-02
74	9	82	16	21	86100	2021-08-02
79	9	134	35	20	36000	2021-08-02
80	9	245	2	17	20400	2021-08-02
92	9	261	10	1	1700	2021-08-02
119	9	280	22	13	13000	2021-08-03
135	9	282	8	3	9000	2021-08-03
147	9	112	36	28	204400	2021-08-03
152	9	45	34	12	10800	2021-08-03
161	9	143	8	13	13000	2021-08-03
167	9	214	30	16	16000	2021-08-04
169	9	172	27	1	1800	2021-08-04
178	9	271	7	11	26400	2021-08-04
196	9	171	10	26	46800	2021-08-04
198	9	108	38	13	102700	2021-08-04
224	9	294	37	28	42000	2021-08-05
229	9	237	15	15	72000	2021-08-05
230	9	16	6	8	12000	2021-08-05
238	9	107	6	29	217500	2021-08-05
252	9	293	3	13	13000	2021-08-05
260	9	128	34	24	36000	2021-08-05
279	9	183	27	14	28000	2021-08-06
281	9	211	38	18	63000	2021-08-06
286	9	24	37	18	27000	2021-08-06
293	9	232	27	11	52800	2021-08-06
309	9	156	36	29	72500	2021-08-06
321	9	132	9	26	26000	2021-08-06
353	9	89	23	19	62700	2021-08-07
358	9	87	32	30	75000	2021-08-07
366	9	287	34	15	45000	2021-08-07
375	9	122	12	29	130500	2021-08-07
376	9	88	23	2	6600	2021-08-07
386	9	39	12	9	22500	2021-08-08
388	9	166	12	14	16800	2021-08-08
410	9	249	17	18	39600	2021-08-08
434	9	282	39	2	6000	2021-08-08
437	9	48	8	22	41800	2021-08-08
442	9	195	10	30	177000	2021-08-09
467	9	244	9	13	26000	2021-08-09
473	9	269	27	8	19200	2021-08-09
481	9	217	32	3	9600	2021-08-09
483	9	265	18	14	56000	2021-08-09
489	9	232	19	27	129600	2021-08-09
499	9	286	27	20	30000	2021-08-10
509	9	234	9	28	134400	2021-08-10
521	9	142	13	18	18000	2021-08-10
531	9	193	2	24	33600	2021-08-10
535	9	4	9	14	14000	2021-08-10
540	9	121	2	8	92800	2021-08-10
575	9	202	16	16	24000	2021-08-11
576	9	79	3	7	37800	2021-08-11
590	9	125	6	21	243600	2021-08-11
592	9	138	25	10	18000	2021-08-11
602	9	276	23	21	21000	2021-08-11
610	9	145	10	30	54000	2021-08-12
620	9	283	34	21	63000	2021-08-12
625	9	107	4	15	112500	2021-08-12
631	9	253	22	28	42000	2021-08-12
639	9	63	40	24	93600	2021-08-12
643	9	118	3	21	81900	2021-08-12
692	9	255	24	12	21600	2021-08-13
694	9	103	6	14	63000	2021-08-13
700	9	220	7	29	101500	2021-08-13
706	9	268	38	4	6000	2021-08-13
707	9	113	30	13	20150	2021-08-13
715	9	97	39	17	73100	2021-08-13
724	9	182	32	7	24500	2021-08-14
738	9	276	17	20	20000	2021-08-14
764	9	282	29	30	90000	2021-08-14
769	9	102	36	27	81000	2021-08-14
777	9	185	15	23	46000	2021-08-14
778	9	200	9	1	4800	2021-08-14
804	9	139	20	27	27000	2021-08-15
805	9	295	22	29	43500	2021-08-15
808	9	79	19	12	64800	2021-08-15
817	9	43	16	23	25300	2021-08-15
829	9	59	32	26	57200	2021-08-15
833	9	62	31	15	48000	2021-08-16
836	9	214	21	29	29000	2021-08-16
842	9	146	22	13	13000	2021-08-16
848	9	132	4	27	27000	2021-08-16
877	9	215	18	12	57600	2021-08-16
887	9	256	4	14	32200	2021-08-17
904	9	81	27	23	94300	2021-08-17
914	9	227	38	29	156600	2021-08-17
923	9	86	11	30	477000	2021-08-17
938	9	15	9	9	9000	2021-08-17
939	9	2	40	20	58000	2021-08-17
942	9	295	13	9	13500	2021-08-18
969	9	184	21	23	69000	2021-08-18
977	9	179	10	19	28500	2021-08-18
989	9	131	16	20	40000	2021-08-18
990	9	55	27	30	33000	2021-08-18
1000	9	61	11	5	10000	2021-08-19
1027	9	138	2	27	48600	2021-08-19
1032	9	4	36	29	29000	2021-08-19
1033	9	33	33	13	19500	2021-08-19
1041	9	265	36	15	60000	2021-08-19
1051	9	177	26	29	52200	2021-08-19
1060	9	122	36	10	45000	2021-08-20
1062	9	149	4	13	23400	2021-08-20
1088	9	80	17	5	27000	2021-08-20
1093	9	157	9	23	27600	2021-08-20
1098	9	74	1	14	120400	2021-08-20
1120	9	226	30	1	3500	2021-08-21
1124	9	12	19	10	20000	2021-08-21
1129	9	72	23	25	47500	2021-08-21
1144	9	154	17	30	30000	2021-08-21
1149	9	214	24	4	4000	2021-08-21
1157	9	26	29	11	15400	2021-08-22
1181	9	116	25	5	11000	2021-08-22
1189	9	185	39	10	20000	2021-08-22
1198	9	207	12	14	67200	2021-08-22
1206	9	98	27	27	135000	2021-08-22
1209	9	248	31	14	21000	2021-08-22
1224	9	18	4	3	13500	2021-08-23
1230	9	69	13	28	53200	2021-08-23
1238	9	239	19	12	57600	2021-08-23
1244	9	154	6	2	2000	2021-08-23
1265	9	190	36	19	30400	2021-08-23
1284	9	256	13	10	23000	2021-08-24
1285	9	97	2	6	25800	2021-08-24
1292	9	22	22	17	42500	2021-08-24
1296	9	106	27	18	225000	2021-08-24
1317	9	196	22	19	74100	2021-08-24
1320	9	65	19	15	42000	2021-08-24
1338	9	208	14	8	38400	2021-08-25
1345	9	113	35	10	15500	2021-08-25
1360	9	200	28	2	9600	2021-08-25
1361	9	53	3	17	37400	2021-08-25
1368	9	194	11	9	31500	2021-08-25
1371	9	73	30	2	7800	2021-08-25
1406	9	7	20	21	105000	2021-08-26
1408	9	210	14	11	52800	2021-08-26
1416	9	87	28	9	22500	2021-08-26
1424	9	235	24	16	67200	2021-08-26
1431	9	107	15	6	45000	2021-08-26
1445	9	67	26	5	17500	2021-08-27
1448	9	274	4	25	37500	2021-08-27
1450	9	122	14	19	85500	2021-08-27
1462	9	271	19	25	60000	2021-08-27
1478	9	251	2	18	27000	2021-08-27
1490	9	192	9	20	40000	2021-08-28
1501	9	10	10	28	53200	2021-08-28
1506	9	42	13	29	27550	2021-08-28
1517	9	90	11	25	50000	2021-08-28
1525	9	230	27	4	19200	2021-08-28
1528	9	232	6	24	115200	2021-08-28
1551	9	243	22	10	18000	2021-08-29
1555	9	167	3	16	19200	2021-08-29
1571	9	45	20	29	26100	2021-08-29
1582	9	245	38	29	34800	2021-08-29
1592	9	197	6	27	175500	2021-08-29
1607	9	258	3	24	120000	2021-08-30
1617	9	28	35	27	35100	2021-08-30
1622	9	190	3	19	30400	2021-08-30
1628	9	188	28	16	32000	2021-08-30
1645	9	155	39	25	62500	2021-08-30
1659	9	126	7	16	185600	2021-08-31
1667	9	250	7	10	27000	2021-08-31
1670	9	139	23	11	11000	2021-08-31
1677	9	157	5	18	21600	2021-08-31
1682	9	156	34	29	72500	2021-08-31
1690	9	252	31	30	45000	2021-08-31
1725	9	102	11	30	90000	2021-09-01
1734	9	141	12	14	14000	2021-09-01
1745	9	170	20	19	34200	2021-09-01
1750	9	114	21	5	17500	2021-09-01
1757	9	248	34	12	18000	2021-09-01
1761	9	103	23	19	85500	2021-09-02
1762	9	243	6	13	23400	2021-09-02
1777	9	45	16	12	10800	2021-09-02
1790	9	134	35	21	37800	2021-09-02
1801	9	264	4	11	27500	2021-09-02
1802	9	58	10	28	61600	2021-09-02
1834	9	175	37	24	28800	2021-09-03
1838	9	40	15	17	66300	2021-09-03
1839	9	218	5	17	54400	2021-09-03
1848	9	233	23	10	42000	2021-09-03
1850	9	265	11	3	12000	2021-09-03
1858	9	55	7	12	13200	2021-09-03
1871	9	37	26	9	13500	2021-09-04
1873	9	286	6	13	19500	2021-09-04
1877	9	168	18	4	7200	2021-09-04
1909	9	1	40	19	38000	2021-09-04
1921	9	95	39	5	10500	2021-09-04
1942	9	98	27	26	130000	2021-09-05
1944	9	59	8	3	6600	2021-09-05
1953	9	87	39	25	62500	2021-09-05
1962	9	212	32	29	101500	2021-09-05
1975	9	262	31	14	23800	2021-09-05
1978	9	40	37	24	93600	2021-09-05
1983	9	180	25	15	18000	2021-09-06
1988	9	126	36	24	278400	2021-09-06
2000	9	52	7	3	7200	2021-09-06
2005	9	56	18	7	20300	2021-09-06
2032	9	209	11	11	46200	2021-09-06
2040	9	85	36	22	275000	2021-09-06
2049	9	178	7	28	50400	2021-09-07
2075	9	267	26	20	30000	2021-09-07
2078	9	277	32	6	6000	2021-09-07
2080	9	101	20	18	88200	2021-09-07
2085	9	123	25	19	85500	2021-09-07
2096	9	282	22	24	72000	2021-09-08
2100	9	84	10	26	106600	2021-09-08
2117	9	100	12	14	166600	2021-09-08
2133	9	186	9	9	15300	2021-09-08
2138	9	111	21	14	21700	2021-09-08
2149	9	212	13	27	94500	2021-09-08
2155	9	240	29	10	42000	2021-09-09
2170	9	62	4	22	70400	2021-09-09
2176	9	80	32	3	16200	2021-09-09
2189	9	76	35	8	47200	2021-09-09
2194	9	196	7	29	113100	2021-09-09
2197	9	279	27	8	8000	2021-09-09
2217	9	210	40	1	4800	2021-09-10
2223	9	91	18	16	129600	2021-09-10
2241	9	24	3	12	18000	2021-09-10
2253	9	172	34	20	36000	2021-09-10
2259	9	247	1	18	21600	2021-09-10
2277	9	198	27	27	105300	2021-09-11
2282	9	195	12	7	41300	2021-09-11
2290	9	2	35	6	17400	2021-09-11
2298	9	131	22	15	30000	2021-09-11
2311	9	30	36	28	56000	2021-09-11
2323	9	34	2	8	16000	2021-09-11
2338	9	111	37	23	35650	2021-09-12
2339	9	152	37	13	23400	2021-09-12
2340	9	219	38	14	91000	2021-09-12
2348	9	62	10	26	83200	2021-09-12
2350	9	258	10	16	80000	2021-09-12
2360	9	44	2	21	18900	2021-09-12
2384	9	75	37	9	18000	2021-09-13
2396	9	289	1	7	14000	2021-09-13
2400	9	66	34	30	105000	2021-09-13
2403	9	179	19	28	42000	2021-09-13
2429	9	106	15	19	237500	2021-09-13
2445	9	205	21	10	48000	2021-09-14
2450	9	100	31	29	345100	2021-09-14
2464	9	279	33	17	17000	2021-09-14
2469	9	94	37	24	300000	2021-09-14
2475	9	16	10	12	18000	2021-09-14
2484	9	65	33	29	81200	2021-09-14
2503	9	173	23	18	45000	2021-09-15
2507	9	263	16	23	57500	2021-09-15
2526	9	72	39	4	7600	2021-09-15
2531	9	17	20	1	1000	2021-09-15
2535	9	17	31	2	2000	2021-09-15
2543	9	259	11	26	49400	2021-09-15
2554	9	162	26	16	32000	2021-09-16
2555	9	257	27	2	4600	2021-09-16
2565	9	158	22	4	4800	2021-09-16
2571	9	145	5	17	30600	2021-09-16
2587	9	264	18	1	2500	2021-09-16
2610	9	95	1	20	42000	2021-09-17
2631	9	187	27	29	58000	2021-09-17
2642	9	210	18	1	4800	2021-09-17
2651	9	271	35	20	48000	2021-09-17
2655	9	218	31	18	57600	2021-09-17
2659	9	234	29	6	28800	2021-09-17
2663	9	296	28	5	7500	2021-09-18
2679	9	139	9	25	25000	2021-09-18
2686	9	215	31	23	110400	2021-09-18
2709	9	244	37	22	44000	2021-09-18
2710	9	116	2	24	52800	2021-09-18
2718	9	298	3	10	15000	2021-09-19
2722	9	184	38	19	57000	2021-09-19
2732	9	250	18	22	59400	2021-09-19
2744	9	268	18	7	10500	2021-09-19
2751	9	155	4	4	10000	2021-09-19
2753	9	276	19	3	3000	2021-09-19
2778	9	294	8	7	10500	2021-09-20
2780	9	111	26	20	31000	2021-09-20
2788	9	3	32	12	12000	2021-09-20
2817	9	59	1	18	39600	2021-09-20
2826	9	15	19	24	24000	2021-09-20
2827	9	82	4	10	41000	2021-09-20
2831	9	214	37	25	25000	2021-09-21
2846	9	246	7	25	30000	2021-09-21
2850	9	45	8	19	17100	2021-09-21
2865	9	264	27	20	50000	2021-09-21
2867	9	232	13	27	129600	2021-09-21
2886	9	298	19	28	42000	2021-09-22
2888	9	9	37	1	2500	2021-09-22
2898	9	167	35	4	4800	2021-09-22
2910	9	5	11	15	30000	2021-09-22
2916	9	87	24	3	7500	2021-09-22
2944	9	189	16	5	9500	2021-09-22
2947	9	20	18	21	37800	2021-09-23
2958	9	76	3	24	141600	2021-09-23
2965	9	115	8	28	137200	2021-09-23
2982	9	2	4	30	87000	2021-09-23
2989	9	263	23	18	45000	2021-09-23
3001	9	296	30	8	12000	2021-09-23
3007	9	107	30	4	30000	2021-09-24
3039	9	52	32	28	67200	2021-09-24
3041	9	183	1	16	32000	2021-09-24
3052	9	95	29	9	18900	2021-09-24
3054	9	221	16	20	58000	2021-09-24
3061	9	84	25	24	98400	2021-09-25
3064	9	202	5	21	31500	2021-09-25
3066	9	36	32	6	9000	2021-09-25
3098	9	19	2	23	50600	2021-09-25
3103	9	124	19	3	34800	2021-09-25
3107	9	243	32	3	5400	2021-09-25
3120	9	172	24	11	19800	2021-09-26
3121	9	187	8	6	12000	2021-09-26
3144	9	8	12	16	48000	2021-09-26
3145	9	250	9	21	56700	2021-09-26
3150	9	122	25	25	112500	2021-09-26
3171	9	23	28	27	67500	2021-09-27
3188	9	184	36	29	87000	2021-09-27
3202	9	46	16	14	26600	2021-09-27
3206	9	126	9	21	243600	2021-09-27
3216	9	256	32	29	66700	2021-09-27
3221	9	22	14	15	37500	2021-09-28
3228	9	4	29	1	1000	2021-09-28
3234	9	10	10	11	20900	2021-09-28
3241	9	238	14	6	28800	2021-09-28
3253	9	219	40	24	156000	2021-09-28
3260	9	95	33	29	60900	2021-09-28
3277	9	277	20	26	26000	2021-09-29
3280	9	205	2	2	9600	2021-09-29
3298	9	1	21	10	20000	2021-09-29
3304	9	130	5	25	45000	2021-09-29
3325	9	106	3	25	312500	2021-09-29
3334	9	266	27	12	18000	2021-09-29
3354	9	74	26	21	180600	2021-09-30
3355	9	48	28	22	41800	2021-09-30
3356	9	77	24	14	61600	2021-09-30
3369	9	277	27	18	18000	2021-09-30
3371	9	261	13	10	17000	2021-09-30
3375	9	113	7	6	9300	2021-09-30
3399	9	154	34	26	26000	2021-10-01
3420	9	187	25	9	18000	2021-10-01
3422	9	219	25	5	32500	2021-10-01
3431	9	232	25	5	24000	2021-10-01
3444	9	207	12	14	67200	2021-10-01
3452	9	58	22	6	13200	2021-10-02
3459	9	133	12	22	39600	2021-10-02
3488	9	176	22	28	28000	2021-10-02
3491	9	123	21	8	36000	2021-10-02
3492	9	234	6	16	76800	2021-10-02
3506	9	195	22	10	59000	2021-10-03
3508	9	299	10	2	2000	2021-10-03
3515	9	245	40	4	4800	2021-10-03
3517	9	129	26	4	6000	2021-10-03
3522	9	231	28	7	33600	2021-10-03
3529	9	59	22	15	33000	2021-10-03
3560	9	277	24	18	18000	2021-10-04
3566	9	16	2	23	34500	2021-10-04
3574	9	298	33	6	9000	2021-10-04
3584	9	90	29	19	38000	2021-10-04
3602	9	76	25	15	88500	2021-10-04
3608	9	62	29	1	3200	2021-10-05
3616	9	83	22	25	102500	2021-10-05
3628	9	232	22	18	86400	2021-10-05
3634	9	188	20	3	6000	2021-10-05
3635	9	25	21	14	19600	2021-10-05
3654	9	208	5	27	129600	2021-10-05
3	10	122	18	16	72000	2021-08-01
10	10	43	35	10	11000	2021-08-01
22	10	110	35	24	48000	2021-08-01
27	10	119	30	2	3000	2021-08-01
35	10	203	5	1	2700	2021-08-01
67	10	145	15	2	3600	2021-08-02
81	10	283	2	20	60000	2021-08-02
88	10	36	36	1	1500	2021-08-02
89	10	88	1	10	33000	2021-08-02
98	10	44	22	24	21600	2021-08-02
101	10	288	23	5	7500	2021-08-02
116	10	20	12	1	1800	2021-08-03
118	10	239	16	2	9600	2021-08-03
131	10	23	25	27	67500	2021-08-03
146	10	187	5	3	6000	2021-08-03
154	10	20	19	6	10800	2021-08-03
166	10	176	13	16	16000	2021-08-04
171	10	297	17	26	39000	2021-08-04
201	10	220	34	29	101500	2021-08-04
202	10	81	12	4	16400	2021-08-04
205	10	194	32	7	24500	2021-08-04
226	10	300	10	10	10000	2021-08-05
227	10	281	1	29	87000	2021-08-05
242	10	2	19	13	37700	2021-08-05
247	10	12	1	12	24000	2021-08-05
262	10	222	1	1	4800	2021-08-05
268	10	32	3	6	12000	2021-08-05
278	10	138	5	1	1800	2021-08-06
280	10	134	36	3	5400	2021-08-06
282	10	102	17	13	39000	2021-08-06
288	10	98	29	4	20000	2021-08-06
299	10	50	7	17	42500	2021-08-06
334	10	217	20	24	76800	2021-08-07
344	10	59	20	18	39600	2021-08-07
345	10	78	8	19	102600	2021-08-07
350	10	297	23	29	43500	2021-08-07
357	10	238	17	14	67200	2021-08-07
365	10	130	17	17	30600	2021-08-07
385	10	189	33	4	7600	2021-08-08
407	10	212	18	26	91000	2021-08-08
416	10	248	32	19	28500	2021-08-08
419	10	175	2	1	1200	2021-08-08
430	10	196	30	28	109200	2021-08-08
451	10	1	29	27	54000	2021-08-09
453	10	237	34	26	124800	2021-08-09
462	10	250	15	20	54000	2021-08-09
471	10	63	6	2	7800	2021-08-09
479	10	147	26	27	27000	2021-08-09
494	10	175	28	18	21600	2021-08-09
500	10	79	18	27	145800	2021-08-10
503	10	93	20	12	150000	2021-08-10
529	10	199	22	24	33600	2021-08-10
532	10	31	6	11	22000	2021-08-10
536	10	217	25	9	28800	2021-08-10
538	10	255	8	24	43200	2021-08-10
556	10	120	22	27	40500	2021-08-11
564	10	86	10	10	159000	2021-08-11
569	10	121	10	27	313200	2021-08-11
571	10	123	5	25	112500	2021-08-11
581	10	47	13	2	3800	2021-08-11
613	10	189	16	13	24700	2021-08-12
614	10	96	4	13	27300	2021-08-12
618	10	104	38	27	531900	2021-08-12
641	10	189	37	25	47500	2021-08-12
654	10	161	32	12	30000	2021-08-12
656	10	57	38	28	30800	2021-08-12
666	10	153	28	12	12000	2021-08-13
668	10	220	11	10	35000	2021-08-13
688	10	162	3	20	40000	2021-08-13
690	10	79	17	4	21600	2021-08-13
