순번	판매자 번호	음식	 상품 설명 	 가격 
1075	Z115	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
1076	Z115	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
1077	Z115	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
1078	Z115	고추튀김	고추를 튀기는 요리	700
1079	Z115	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
1080	Z115	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
1081	Z116	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
1082	Z116	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
1083	Z116	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
1084	Z116	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
1085	Z116	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
1086	Z116	고추튀김	고추를 튀기는 요리	700
1087	Z116	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
1088	Z116	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
1089	Z117	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
1090	Z117	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
1091	Z117	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
1092	Z117	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1093	Z117	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1094	Z117	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1095	Z117	낫토	일본의 전통음식 중 하나	4,500
1096	Z117	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1097	Z117	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1098	Z118	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
1099	Z118	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
1100	Z118	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
1101	Z118	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1102	Z118	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1103	Z118	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1104	Z118	낫토	일본의 전통음식 중 하나	4,500
1105	Z118	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1106	Z118	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1107	Z119	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1108	Z119	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1109	Z119	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1110	Z119	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1111	Z119	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1112	Z119	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1113	Z119	모둠전	다양한 전을 모은 음식	3,000
1114	Z119	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1115	Z119	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1116	Z119	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1117	Z119	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1118	Z119	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1119	Z120	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
1120	Z120	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
1121	Z120	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
1122	Z120	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
1123	Z120	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
1124	Z120	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
1125	Z120	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
1126	Z120	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
1127	Z120	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
1128	Z121	마카롱	 마카롱 특유의 카사삭 부서지는 독특한 식감이 도드라지는 달콤한 디져트	1,500
1129	Z121	티라미수	치즈, 크림, 커피, 코코아 파우더를 주재료로 사용하는 디저트	2,000
1130	Z121	베이글	맛있는 베이글 빵에 크림치즈를 발라먹는 음식	1,500
1131	Z121	바닐라 아이스크림	시원한 아이스크림에 바닐라맛이 추가된 아이스크림	2,000
1132	Z121	초코 아이스크림	시원한 아이스크림에 초콜릿맛이 추가된 아이스크림	2,000
1133	Z121	아포가토	바닐라 아이스크림 위에 커피를 타서 먹는 디저트	2,500
1134	Z121	아메리카노	가장 기본적인 커피	2,000
1135	Z121	카라멜 마끼아또	라떼 마키아토에 캐러멜 소스를 첨가한 것	2,500
1136	Z121	딸기 스무디	딸기와 얼을음 믹서에 넣어 갈아 걸쭉하게 만든 음료	3,000
1137	Z122	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
1138	Z122	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
1139	Z122	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
1140	Z122	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1141	Z122	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1142	Z122	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1143	Z122	낫토	일본의 전통음식 중 하나	4,500
1144	Z122	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1145	Z122	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1146	Z123	마카롱	 마카롱 특유의 카사삭 부서지는 독특한 식감이 도드라지는 달콤한 디져트	1,500
1147	Z123	티라미수	치즈, 크림, 커피, 코코아 파우더를 주재료로 사용하는 디저트	2,000
1148	Z123	베이글	맛있는 베이글 빵에 크림치즈를 발라먹는 음식	1,500
1149	Z123	바닐라 아이스크림	시원한 아이스크림에 바닐라맛이 추가된 아이스크림	2,000
1150	Z123	초코 아이스크림	시원한 아이스크림에 초콜릿맛이 추가된 아이스크림	2,000
1151	Z123	아포가토	바닐라 아이스크림 위에 커피를 타서 먹는 디저트	2,500
1152	Z123	아메리카노	가장 기본적인 커피	2,000
1153	Z123	카라멜 마끼아또	라떼 마키아토에 캐러멜 소스를 첨가한 것	2,500
1154	Z123	딸기 스무디	딸기와 얼을음 믹서에 넣어 갈아 걸쭉하게 만든 음료	3,000
1155	Z124	까르보나라	관찰레를 볶아 기름을 낸 뒤 달걀 노른자에 치즈와 후추를 섞은 소스를 면과 함께 버무린 파스타 요리이다.	4,500
1156	Z124	토마토 파스타	잘 만든 토마토 소스는 그냥 이것만 있어도 훌륭한 파스타 소스가 된다.	6,000
1157	Z124	알리오 올리오	마늘을 편썰거나 다진 것을 올리브유에 볶아 향을 우려내고, 이에 면수를 더해 유화시킨 소스를 면에 버무려 먹는다.	7,600
1158	Z124	리조또	이탈리아 요리 중 하나로, 쌀을 주재료로 사용해서 만든다.	5,000
1159	Z124	참치파스타	참치 캔을 이용하여 간단하게 만드는 즉석 파스타	6,500
1160	Z124	스테이크	단어의 어원은 '구운 요리'를 뜻하는 고대 노르드어 단어	9,000
1161	Z124	에이드	설탕 등의 단 성분과 과일즙을 넣어 만드는 시원한 음료	2,500
1162	Z124	커틀렛	얇게 저민 돼지, 소, 닭고기 등을 빵가루에 묻혀 굽거나 튀겨낸 서양 음식	6,000
1163	Z124	오믈렛	프랑스의 계란 요리	5,000
1164	Z125	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
1165	Z125	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
1166	Z125	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
1167	Z125	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
1168	Z125	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
1169	Z125	고추튀김	고추를 튀기는 요리	700
1170	Z125	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
1171	Z125	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
1172	Z126	까르보나라	관찰레를 볶아 기름을 낸 뒤 달걀 노른자에 치즈와 후추를 섞은 소스를 면과 함께 버무린 파스타 요리이다.	4,500
1173	Z126	토마토 파스타	잘 만든 토마토 소스는 그냥 이것만 있어도 훌륭한 파스타 소스가 된다.	6,000
1174	Z126	알리오 올리오	마늘을 편썰거나 다진 것을 올리브유에 볶아 향을 우려내고, 이에 면수를 더해 유화시킨 소스를 면에 버무려 먹는다.	7,600
1175	Z126	리조또	이탈리아 요리 중 하나로, 쌀을 주재료로 사용해서 만든다.	5,000
1176	Z126	참치파스타	참치 캔을 이용하여 간단하게 만드는 즉석 파스타	6,500
1177	Z126	스테이크	단어의 어원은 '구운 요리'를 뜻하는 고대 노르드어 단어	9,000
1178	Z126	에이드	설탕 등의 단 성분과 과일즙을 넣어 만드는 시원한 음료	2,500
1179	Z126	커틀렛	얇게 저민 돼지, 소, 닭고기 등을 빵가루에 묻혀 굽거나 튀겨낸 서양 음식	6,000
1180	Z126	오믈렛	프랑스의 계란 요리	5,000
1181	Z127	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1182	Z127	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1183	Z127	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1184	Z127	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1185	Z127	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1186	Z127	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1187	Z127	모둠전	다양한 전을 모은 음식	3,000
1188	Z127	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1189	Z127	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1190	Z127	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1191	Z127	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1192	Z127	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1193	Z128	티본 스테이크	부드러운 안심과 풍미가 진한 등심을 함께 즐길 수 있는 피렌체 오리지널 스타일의 스테이크	18,000
1194	Z128	양송이 스프	신선한 재료로 6시간 이상 끓여내는 홈메이드 수프	4,500
1195	Z128	토마호크 스테이크	오직 황제만이 즐길 수 있었던 블랙 앵거스의 단1%의 부위 3cm 이상의 두께에서 뿜어져 나오는 압도적인 풍미가 가득한 예술적 스테이크	16,000
1196	Z128	투움바 파스타	최고급 파마산 치즈와 새우, 양송이를 함께 볶아 깊고 진한 크림소스 파스타	9,000
1197	Z128	부시맨 브레드	허니망고버터와 함께 먹는 갈색의 고소한 빵	2,500
1198	Z128	오지치즈후라이	두툼한 감자튀김에 체다치즈, 잭치즈를 듬뿍 녹여 베이컨을 뿌린 메뉴	5,000
1199	Z128	서로인 스테이크	무난무난한 스테이크	15,000
1200	Z128	치킨 텐더 샐러드	부드럽고 고소한 닭 안심 튀김을 올린 샐러드	9,000
1201	Z128	샐러드	베이컨, 파마산 치즈가 잘 어우려진 신선한 로메인에 부드러운 시저 드레싱을 결들인 샐러드	7,000
1202	Z128	배이비백립	부드러운 돼지갈비에 특제 소스를 빌라 구워낸 바비규 요리	12,000
1203	Z129	까르보나라	관찰레를 볶아 기름을 낸 뒤 달걀 노른자에 치즈와 후추를 섞은 소스를 면과 함께 버무린 파스타 요리이다.	4,500
1204	Z129	토마토 파스타	잘 만든 토마토 소스는 그냥 이것만 있어도 훌륭한 파스타 소스가 된다.	6,000
1205	Z129	알리오 올리오	마늘을 편썰거나 다진 것을 올리브유에 볶아 향을 우려내고, 이에 면수를 더해 유화시킨 소스를 면에 버무려 먹는다.	7,600
1206	Z129	리조또	이탈리아 요리 중 하나로, 쌀을 주재료로 사용해서 만든다.	5,000
1207	Z129	참치파스타	참치 캔을 이용하여 간단하게 만드는 즉석 파스타	6,500
1208	Z129	스테이크	단어의 어원은 '구운 요리'를 뜻하는 고대 노르드어 단어	9,000
1209	Z129	에이드	설탕 등의 단 성분과 과일즙을 넣어 만드는 시원한 음료	2,500
1210	Z129	커틀렛	얇게 저민 돼지, 소, 닭고기 등을 빵가루에 묻혀 굽거나 튀겨낸 서양 음식	6,000
1211	Z129	오믈렛	프랑스의 계란 요리	5,000
1212	Z130	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1213	Z130	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1214	Z130	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1215	Z130	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1216	Z130	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1217	Z130	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1218	Z130	모둠전	다양한 전을 모은 음식	3,000
1219	Z130	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1220	Z130	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1221	Z130	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1222	Z130	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1223	Z130	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1224	Z131	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1225	Z131	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1226	Z131	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1227	Z131	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1228	Z131	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1229	Z131	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1230	Z131	모둠전	다양한 전을 모은 음식	3,000
1231	Z131	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1232	Z131	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1233	Z131	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1234	Z131	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1235	Z131	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1236	Z132	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1237	Z132	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1238	Z132	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1239	Z132	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1240	Z132	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1241	Z132	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1242	Z132	모둠전	다양한 전을 모은 음식	3,000
1243	Z132	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1244	Z132	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1245	Z132	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1246	Z132	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1247	Z132	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1248	Z133	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1249	Z133	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1250	Z133	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1251	Z133	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1252	Z133	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1253	Z133	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1254	Z133	모둠전	다양한 전을 모은 음식	3,000
1255	Z133	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1256	Z133	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1257	Z133	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1258	Z133	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1259	Z133	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1260	Z134	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1261	Z134	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1262	Z134	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1263	Z134	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1264	Z134	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1265	Z134	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1266	Z134	모둠전	다양한 전을 모은 음식	3,000
1267	Z134	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1268	Z134	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1269	Z134	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1270	Z134	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1271	Z134	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1272	Z135	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1273	Z135	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1274	Z135	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1275	Z135	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1276	Z135	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1277	Z135	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1278	Z135	모둠전	다양한 전을 모은 음식	3,000
1279	Z135	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1280	Z135	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1281	Z135	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1282	Z135	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1283	Z135	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1284	Z136	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
1285	Z136	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
1286	Z136	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
1287	Z136	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1288	Z136	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1289	Z136	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1290	Z136	낫토	일본의 전통음식 중 하나	4,500
1291	Z136	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1292	Z136	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1293	Z137	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
1294	Z137	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
1295	Z137	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
1296	Z137	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
1297	Z137	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
1298	Z137	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
1299	Z137	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
1300	Z137	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
1301	Z137	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
1302	Z138	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
1303	Z138	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
1304	Z138	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
1305	Z138	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
1306	Z138	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
1307	Z138	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
1308	Z138	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
1309	Z138	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
1310	Z138	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
